seed,firm_id,step,price,wage,employees,inventory,production,capital,profit,revenue,costs,sales,quality,marketing,bankrupt
1002324,firm_3,51,53.76,48.06,64,0,723,1370516.04,36774.22,38868.48,2094.26,723,0.62,2.35,False
1002324,firm_3,52,59.14,45.66,65,0,734,1408333.82,41285.68,43408.76,2123.08,734,0.62,2.25,False
1002324,firm_3,53,65.05,43.38,66,0,745,1451181.09,46310.35,48462.25,2151.9,745,0.62,2.35,False
1002324,firm_3,54,58.54,43.38,67,0,755,1489694.23,42019.6,44197.7,2178.1,755,0.62,2.45,False
1002324,firm_3,55,64.39,43.38,68,0,766,1533260.21,47115.82,49322.74,2206.92,766,0.62,2.55,False
1002324,firm_3,56,70.83,43.38,68,0,766,1582259.23,52048.86,54255.78,2206.92,766,0.62,2.65,False
1002324,firm_3,57,63.75,43.38,69,0,777,1625964.02,47298.01,49533.75,2235.74,777,0.62,2.75,False
1002324,firm_3,58,60.56,43.38,70,0,788,1667784.14,45456.72,47721.28,2264.56,788,0.62,2.85,False
1002324,firm_3,59,54.5,47.72,71,0,799,1705048.14,41252.12,43545.5,2293.38,799,0.62,2.95,False
1002324,firm_3,60,49.05,45.33,72,0,810,1738692.68,37408.3,39730.5,2322.2,810,0.62,2.85,False
1002324,firm_3,61,44.14,49.86,73,0,821,1768340.82,33887.92,36238.94,2351.02,821,0.62,2.95,False
1002324,firm_3,62,48.55,47.37,74,0,832,1802349.2,38013.76,40393.6,2379.84,832,0.62,2.85,False
1002324,firm_3,63,43.7,45.0,75,0,843,1832804.64,34430.44,36839.1,2408.66,843,0.62,2.95,False
1002324,firm_3,64,39.33,45.0,76,0,854,1859934.98,31150.34,33587.82,2437.48,854,0.62,3.05,False
1002324,firm_3,65,35.4,45.0,77,0,864,1883991.9,28121.92,30585.6,2463.68,864,0.62,3.15,False
1002324,firm_3,66,38.94,42.75,77,0,864,1911780.63,31180.48,33644.16,2463.68,864,0.62,3.25,False
1002324,firm_3,67,35.05,47.03,77,0,864,1935878.84,27819.52,30283.2,2463.68,864,0.62,3.35,False
1002324,firm_3,68,38.56,44.68,78,0,884,1963464.76,31570.96,34087.04,2516.08,884,0.62,3.25,False
1002324,firm_3,69,34.7,42.45,79,0,896,1987810.09,28498.88,31091.2,2592.32,896,0.67,3.35,False
1002324,firm_3,70,38.17,42.45,80,0,907,2015812.59,31998.5,34620.19,2621.69,907,0.67,3.45,False
1002324,firm_3,71,41.99,40.33,81,0,918,2047841.62,35895.76,38546.82,2651.06,918,0.67,3.55,False
1002324,firm_3,72,46.19,40.33,82,0,929,2084164.64,40230.08,42910.51,2680.43,929,0.67,3.65,False
1002324,firm_3,73,41.57,40.33,83,0,940,2116683.25,36366.0,39075.8,2709.8,940,0.67,3.55,False
1002324,firm_3,74,45.73,38.31,84,0,941,2153184.67,40319.46,43031.93,2712.47,941,0.67,3.65,False
1002324,firm_3,75,45.73,38.31,84,0,951,2190616.69,40750.06,43489.23,2739.17,951,0.67,3.75,False
1002324,firm_3,76,41.16,38.31,85,0,962,2223587.72,36827.38,39595.92,2768.54,962,0.67,3.85,False
1002324,firm_3,77,37.04,38.31,85,0,962,2252947.21,32815.84,35632.48,2816.64,962,0.72,3.75,False
1002324,firm_3,78,40.74,38.31,86,0,973,2285597.36,36744.81,39640.02,2895.21,973,0.77,3.85,False
1002324,firm_3,79,44.81,36.39,87,0,984,2323098.79,41167.36,44093.04,2925.68,984,0.77,3.75,False
1002324,firm_3,80,40.33,36.39,87,0,984,2356691.9,36759.04,39684.72,2925.68,984,0.77,3.65,False
1002324,firm_3,81,36.3,40.03,88,0,995,2385831.61,33162.35,36118.5,2956.15,995,0.77,3.55,False
1002324,firm_3,82,39.93,40.03,89,0,1006,2418951.9,37182.96,40169.58,2986.62,1006,0.77,3.45,False
1002324,firm_3,83,37.93,40.03,90,0,1016,2450020.96,35471.76,38536.88,3065.12,1016,0.82,3.55,False
1002324,firm_3,84,41.72,38.03,91,0,1027,2485710.53,39750.3,42846.44,3096.14,1027,0.82,3.65,False
1002324,firm_3,85,45.89,38.03,92,0,1038,2526118.43,44506.66,47633.82,3127.16,1038,0.82,3.75,False
1002324,firm_3,86,41.3,41.83,93,0,1049,2561793.76,40165.52,43323.7,3158.18,1049,0.82,3.85,False
1002324,firm_3,87,37.17,41.83,93,0,1049,2593636.72,35833.15,38991.33,3158.18,1049,0.82,3.95,False
1002324,firm_3,88,40.89,41.83,94,0,1059,2629320.83,40116.13,43302.51,3186.38,1059,0.82,3.95,False
1002324,firm_3,89,44.98,46.01,95,0,1071,2669403.24,44953.36,48173.58,3220.22,1071,0.82,3.85,False
1002324,firm_3,90,40.48,43.71,96,0,1081,2705117.54,40510.46,43758.88,3248.42,1081,0.82,3.95,False
1002324,firm_3,91,44.53,41.52,96,0,1081,2745666.08,44834.46,48136.93,3302.47,1081,0.87,4.05,False
1002324,firm_3,92,40.08,41.52,97,0,1092,2781571.96,40433.32,43767.36,3334.04,1092,0.87,4.05,False
1002324,firm_3,93,44.09,39.44,98,0,1103,2822372.5,45265.66,48631.27,3365.61,1103,0.87,4.15,False
1002324,firm_3,94,48.5,37.47,99,0,1114,2868794.79,50631.82,54029.0,3397.18,1114,0.87,4.15,False
1002324,firm_3,95,53.35,41.22,99,0,1113,2920598.25,55984.24,59378.55,3394.31,1113,0.87,4.25,False
1002324,firm_3,96,53.35,45.34,100,0,1124,2972003.77,56539.52,59965.4,3425.88,1124,0.87,4.35,False
1002324,firm_3,97,58.69,45.34,101,0,1135,3029980.13,63155.7,66613.15,3457.45,1135,0.87,4.45,False
1002324,firm_3,98,52.82,49.87,102,0,1145,3081286.14,56992.75,60478.9,3486.15,1145,0.87,4.55,False
1002324,firm_3,99,58.1,49.87,103,0,1156,3139195.41,63645.88,67163.6,3517.72,1156,0.87,4.65,False
1002324,firm_3,100,63.91,49.87,104,0,1167,3204442.61,71033.68,74582.97,3549.29,1167,0.87,4.75,False
1002324,firm_4,1,33.58,36.54,17,0,195,102329.06,5889.85,6548.1,658.25,195,0.35,0.55,False
1002324,firm_4,2,31.9,36.54,17,0,194,106930.88,5523.0,6188.6,665.6,194,0.4,0.65,False
1002324,firm_4,3,35.09,40.19,18,0,207,112274.29,6566.83,7263.63,696.8,207,0.4,0.65,False
1002324,firm_4,4,35.09,38.18,17,0,195,117799.78,6174.55,6842.55,668.0,195,0.4,0.55,False
1002324,firm_4,5,38.6,42.0,18,0,208,123873.38,7329.6,8028.8,699.2,208,0.4,0.45,False
1002324,firm_4,6,38.6,37.8,18,0,206,130139.88,7246.9,7951.6,704.7,206,0.45,0.55,False
1002324,firm_4,7,42.46,34.02,19,0,218,137515.68,8522.18,9256.28,734.1,218,0.45,0.45,False
1002324,firm_4,8,38.21,30.62,19,0,216,144247.26,7513.36,8253.36,740.0,216,0.5,0.45,False
1002324,firm_4,9,40.12,29.09,20,0,227,151193.85,8328.39,9107.24,778.85,227,0.55,0.55,False
1002324,firm_4,10,44.13,30.54,19,0,217,159436.45,8822.86,9576.21,753.35,217,0.55,0.55,False
1002324,firm_4,11,41.92,32.07,19,0,218,167209.78,8382.66,9138.56,755.9,218,0.55,0.45,False
1002324,firm_4,12,46.11,33.67,18,0,208,175464.2,8860.48,9590.88,730.4,208,0.55,0.45,False
1002324,firm_4,13,41.5,30.3,18,0,208,182610.0,7891.2,8632.0,740.8,208,0.6,0.35,False
1002324,firm_4,14,45.65,31.82,19,0,218,190479.42,9174.0,9951.7,777.7,218,0.65,0.25,False
1002324,firm_4,15,43.37,31.82,19,0,218,198551.8,8676.96,9454.66,777.7,218,0.65,0.25,False
1002324,firm_4,16,47.71,31.82,20,0,229,207322.69,10107.29,10925.59,818.3,229,0.7,0.15,False
1002324,firm_4,17,52.48,31.82,21,0,241,217851.45,11796.98,12647.68,850.7,241,0.7,0.25,False
1002324,firm_4,18,47.23,28.64,22,0,252,227642.93,11021.56,11901.96,880.4,252,0.7,0.35,False
1002324,firm_4,19,51.95,25.78,21,0,240,238409.55,11608.0,12468.0,860.0,240,0.75,0.45,False
1002324,firm_4,20,49.35,23.2,22,0,251,248795.75,11496.6,12386.85,890.25,251,0.75,0.55,False
1002324,firm_4,21,44.42,20.88,23,0,261,258491.38,10675.87,11593.62,917.75,261,0.75,0.45,False
1002324,firm_4,22,39.98,18.79,24,0,272,267366.98,9926.56,10874.56,948.0,272,0.75,0.55,False
1002324,firm_4,23,43.98,19.73,24,0,272,277808.02,11014.56,11962.56,948.0,272,0.75,0.65,False
1002324,firm_4,24,48.38,18.74,24,0,270,289478.36,12120.1,13062.6,942.5,270,0.75,0.65,False
1002324,firm_4,25,45.96,20.61,25,0,282,300348.33,11985.22,12960.72,975.5,282,0.75,0.75,False
1002324,firm_4,26,43.66,21.64,26,0,296,311195.05,11909.36,12923.36,1014.0,296,0.75,0.65,False
1002324,firm_4,27,41.48,19.48,27,0,306,321720.47,11651.38,12692.88,1041.5,306,0.75,0.75,False
1002324,firm_4,28,41.48,17.53,27,0,301,332704.89,11457.73,12485.48,1027.75,301,0.75,0.65,False
1002324,firm_4,29,39.41,18.41,28,0,312,342927.33,11237.92,12295.92,1058.0,312,0.75,0.55,False
1002324,firm_4,30,37.44,16.57,29,0,323,352851.67,11004.87,12093.12,1088.25,323,0.75,0.65,False
1002324,firm_4,31,37.44,15.74,30,0,334,363165.93,11386.46,12504.96,1118.5,334,0.75,0.75,False
1002324,firm_4,32,37.44,14.17,31,0,343,373825.33,11698.67,12841.92,1143.25,343,0.75,0.85,False
1002324,firm_4,33,35.57,14.88,32,0,354,384167.45,11418.28,12591.78,1173.5,354,0.75,0.95,False
1002324,firm_4,34,33.79,13.39,32,0,354,394427.13,10788.16,11961.66,1173.5,354,0.75,1.05,False
1002324,firm_4,35,33.79,12.05,33,0,364,404528.04,11098.56,12299.56,1201.0,364,0.75,1.15,False
1002324,firm_4,36,33.79,12.05,34,0,375,414958.34,11440.0,12671.25,1231.25,375,0.75,1.25,False
1002324,firm_4,37,33.79,10.84,35,0,386,425860.38,11781.44,13042.94,1261.5,386,0.75,1.15,False
1002324,firm_4,38,37.17,10.0,36,0,396,438330.7,13430.32,14719.32,1289.0,396,0.75,1.25,False
1002324,firm_4,39,35.31,10.0,37,0,407,450512.62,13051.92,14371.17,1319.25,407,0.75,1.15,False
1002324,firm_4,40,35.31,10.0,38,0,418,462942.7,13410.08,14759.58,1349.5,418,0.75,1.25,False
1002324,firm_4,41,35.31,10.0,38,0,417,475840.22,13377.52,14724.27,1346.75,417,0.75,1.35,False
1002324,firm_4,42,35.31,10.0,39,0,428,488585.9,13735.68,15112.68,1377.0,428,0.75,1.45,False
1002324,firm_4,43,38.84,10.0,40,0,438,503193.32,15607.42,17011.92,1404.5,438,0.75,1.55,False
1002324,firm_4,44,38.84,10.0,41,0,449,517965.28,15981.96,17439.16,1457.2,449,0.8,1.65,False
1002324,firm_4,45,38.84,10.0,42,0,460,533323.68,16378.4,17866.4,1488.0,460,0.8,1.75,False
1002324,firm_4,46,42.72,10.0,43,0,470,550856.08,18562.4,20078.4,1516.0,470,0.8,1.85,False
1002324,firm_4,47,42.72,10.0,44,0,480,568777.68,18961.6,20505.6,1544.0,480,0.8,1.95,False
1002324,firm_4,48,42.72,10.0,43,0,469,586770.16,18522.48,20035.68,1513.2,469,0.8,2.05,False
1002324,firm_4,49,42.72,10.0,44,0,480,604691.76,18961.6,20505.6,1544.0,480,0.8,2.15,False
1002324,firm_4,50,42.72,10.0,45,0,491,623042.48,19400.72,20975.52,1574.8,491,0.8,2.25,False
1002324,firm_4,51,42.72,11.0,45,0,500,642207.48,19760.0,21360.0,1600.0,500,0.8,2.35,False
1002324,firm_4,52,42.72,10.0,46,0,501,661047.4,19799.92,21402.72,1602.8,501,0.8,2.25,False
1002324,firm_4,53,44.86,10.0,47,0,511,681370.06,21292.66,22923.46,1630.8,511,0.8,2.15,False
1002324,firm_4,54,44.86,10.0,48,0,521,702003.32,21713.26,23372.06,1658.8,521,0.8,2.25,False
1002324,firm_4,55,44.86,10.0,49,0,532,723189.24,22175.92,23865.52,1689.6,532,0.8,2.15,False
1002324,firm_4,56,42.62,10.0,50,0,542,743571.68,21382.44,23100.04,1717.6,542,0.8,2.05,False
1002324,firm_4,57,42.62,10.0,50,0,541,764314.3,21342.62,23057.42,1714.8,541,0.8,2.15,False
1002324,firm_4,58,42.62,10.0,51,0,552,784984.94,21780.64,23526.24,1745.6,552,0.8,2.25,False
1002324,firm_4,59,42.62,10.0,52,0,562,806143.78,22178.84,23952.44,1773.6,562,0.8,2.25,False
1002324,firm_4,60,42.62,10.0,53,0,573,827630.64,22616.86,24421.26,1804.4,573,0.8,2.35,False
1002324,firm_4,61,42.62,10.0,53,0,572,849577.68,22577.04,24378.64,1801.6,572,0.8,2.45,False
1002324,firm_4,62,42.62,10.0,54,0,582,871512.92,22975.24,24804.84,1829.6,582,0.8,2.45,False
1002324,firm_4,63,44.75,10.0,55,0,592,895097.32,24634.4,26492.0,1857.6,592,0.8,2.35,False
1002324,firm_4,64,42.51,10.0,55,0,592,917755.64,23308.32,25165.92,1857.6,592,0.8,2.45,False
1002324,firm_4,65,40.38,10.0,55,0,591,939115.42,22009.78,23864.58,1854.8,591,0.8,2.55,False
1002324,firm_4,66,42.4,10.0,56,0,602,961594.62,23639.2,25524.8,1885.6,602,0.8,2.65,False
1002324,firm_4,67,42.4,10.0,57,0,612,984229.22,24004.6,25948.8,1944.2,612,0.85,2.75,False
1002324,firm_4,68,40.28,10.5,56,0,616,1006398.1,22856.88,24812.48,1955.6,616,0.85,2.85,False
1002324,firm_4,69,40.28,10.0,57,0,611,1027997.83,22669.73,24611.08,1941.35,611,0.85,2.75,False
1002324,firm_4,70,42.29,10.0,58,0,621,1051210.07,24292.24,26262.09,1969.85,621,0.85,2.75,False
1002324,firm_4,71,42.29,10.0,59,0,632,1074846.15,24726.08,26727.28,2001.2,632,0.85,2.65,False
1002324,firm_4,72,42.29,10.0,60,0,642,1098866.63,25120.48,27150.18,2029.7,642,0.85,2.55,False
1002324,firm_4,73,40.18,10.0,61,0,652,1121563.19,24106.56,26197.36,2090.8,652,0.9,2.65,False
1002324,firm_4,74,38.17,10.0,62,0,663,1143394.05,23150.86,25306.71,2155.85,663,0.95,2.55,False
1002324,firm_4,75,38.17,10.0,61,0,652,1165447.49,22763.44,24886.84,2123.4,652,0.95,2.65,False
1002324,firm_4,76,38.17,10.0,61,0,652,1187500.93,22763.44,24886.84,2123.4,652,0.95,2.75,False
1002324,firm_4,77,40.08,11.0,62,0,679,1211230.2,25011.27,27214.32,2203.05,679,0.95,2.85,False
1002324,firm_4,78,42.08,12.1,63,0,689,1236728.47,26760.57,28993.12,2232.55,689,0.95,2.75,False
1002324,firm_4,79,44.18,11.5,62,0,678,1263669.41,27753.94,29954.04,2200.1,678,0.95,2.85,False
1002324,firm_4,80,41.97,10.35,61,0,667,1288764.4,25826.34,27993.99,2167.65,667,0.95,2.95,False
1002324,firm_4,81,39.87,10.0,61,0,650,1311952.4,23798.0,25915.5,2117.5,650,0.95,2.85,False
1002324,firm_4,82,37.88,10.0,62,0,660,1333686.2,22853.8,25000.8,2147.0,660,0.95,2.75,False
1002324,firm_4,83,41.67,10.0,63,0,670,1358298.6,25742.4,27918.9,2176.5,670,0.95,2.65,False
1002324,firm_4,84,43.75,10.0,64,0,680,1384602.6,27544.0,29750.0,2206.0,680,0.95,2.75,False
1002324,firm_4,85,41.56,10.0,63,0,668,1409230.68,25558.08,27762.08,2204.0,668,1.0,2.85,False
1002324,firm_4,86,39.48,10.0,64,0,678,1432524.12,24533.44,26767.44,2234.0,678,1.0,2.95,False
1002324,firm_4,87,41.45,10.0,65,0,688,1457393.32,26219.2,28517.6,2298.4,688,1.05,2.95,False
1002324,firm_4,88,39.38,10.0,66,0,698,1481291.66,25158.34,27487.24,2328.9,698,1.05,3.05,False
1002324,firm_4,89,41.35,10.0,66,0,698,1507065.06,26533.4,28862.3,2328.9,698,1.05,3.15,False
1002324,firm_4,90,39.28,10.0,67,0,708,1531010.5,25415.44,27810.24,2394.8,708,1.1,3.25,False
1002324,firm_4,91,37.32,10.0,68,0,718,1554200.46,24369.96,26795.76,2425.8,718,1.1,3.15,False
1002324,firm_4,92,35.45,10.0,69,0,727,1576328.91,23318.45,25772.15,2453.7,727,1.1,3.05,False
1002324,firm_4,93,37.22,10.0,70,0,737,1599975.35,24946.44,27431.14,2484.7,737,1.1,3.15,False
1002324,firm_4,94,39.08,11.0,71,0,770,1625860.45,27466.1,30091.6,2625.5,770,1.15,3.25,False
1002324,firm_4,95,42.99,10.45,72,0,780,1655383.25,30875.2,33532.2,2657.0,780,1.15,3.35,False
1002324,firm_4,96,42.99,11.5,72,0,780,1685430.45,30875.2,33532.2,2657.0,780,1.15,3.25,False
1002324,firm_4,97,40.84,11.5,73,0,790,1713566.05,29575.1,32263.6,2688.5,790,1.15,3.35,False
1002324,firm_4,98,38.8,10.35,74,0,789,1740128.0,27927.85,30613.2,2685.35,789,1.15,3.45,False
1002324,firm_4,99,40.74,10.35,73,0,789,1768830.96,29458.51,32143.86,2685.35,789,1.15,3.35,False
1002324,firm_4,100,38.7,10.0,74,0,774,1794567.96,27277.0,29953.8,2676.8,774,1.2,3.45,False
1002324,firm_5,1,48.53,39.31,21,0,243,113529.04,11038.75,11792.79,754.04,243,0.28,0.48,False
1002324,firm_5,2,48.53,43.24,22,0,256,123717.76,11640.0,12423.68,783.68,256,0.28,0.48,False
1002324,firm_5,3,50.96,41.08,23,0,266,134808.5,12735.58,13555.36,819.78,266,0.33,0.38,False
1002324,firm_5,4,45.86,39.03,24,0,276,144972.26,11800.48,12657.36,856.88,276,0.38,0.38,False
1002324,firm_5,5,43.57,42.93,25,0,290,154929.61,11730.6,12635.3,904.7,290,0.43,0.38,False
1002324,firm_5,6,43.57,40.78,26,0,299,165370.19,12100.86,13027.43,926.57,299,0.43,0.48,False
1002324,firm_5,7,39.21,38.74,27,0,311,175062.79,11238.58,12194.31,955.73,311,0.43,0.48,False
1002324,firm_5,8,41.17,36.8,28,0,322,185806.67,12274.28,13256.74,982.46,322,0.43,0.48,False
1002324,firm_5,9,39.11,34.96,29,0,333,196090.62,11997.79,13023.63,1025.84,333,0.48,0.48,False
1002324,firm_5,10,41.07,33.21,30,0,345,207390.62,13096.3,14169.15,1072.85,345,0.53,0.58,False
1002324,firm_5,11,39.02,31.55,31,0,355,218448.77,12736.2,13852.1,1115.9,355,0.58,0.58,False
1002324,firm_5,12,40.97,29.97,32,0,366,230622.17,13832.44,14995.02,1162.58,366,0.63,0.58,False
1002324,firm_5,13,38.92,28.47,33,0,376,242408.9,13426.24,14633.92,1207.68,376,0.68,0.58,False
1002324,firm_5,14,35.03,27.05,34,0,387,253089.3,12300.1,13556.61,1256.51,387,0.73,0.58,False
1002324,firm_5,15,36.78,25.7,35,0,398,264821.8,13332.0,14638.44,1306.44,398,0.78,0.58,False
1002324,firm_5,16,38.62,24.42,36,0,409,277680.79,14438.11,15795.58,1357.47,409,0.83,0.58,False
1002324,firm_5,17,40.55,23.2,37,0,420,291743.79,15621.4,17031.0,1409.6,420,0.88,0.58,False
1002324,firm_5,18,38.52,20.88,38,0,431,305389.64,15139.29,16602.12,1462.83,431,0.93,0.58,False
1002324,firm_5,19,34.67,19.84,39,0,442,317722.86,13806.98,15324.14,1517.16,442,0.98,0.58,False
1002324,firm_5,20,31.2,18.85,40,0,453,328829.87,12561.01,14133.6,1572.59,453,1.03,0.58,False
1002324,firm_5,21,28.08,19.79,41,0,464,338718.48,11400.0,13029.12,1629.12,464,1.08,0.58,False
1002324,firm_5,22,29.48,17.81,42,0,472,349507.66,12237.2,13914.56,1677.36,472,1.13,0.58,False
1002324,firm_5,23,29.48,16.92,43,0,483,360583.0,12502.9,14238.84,1735.94,483,1.18,0.58,False
1002324,firm_5,24,26.53,16.07,44,0,491,370416.22,11240.3,13026.23,1785.93,491,1.23,0.58,False
1002324,firm_5,25,23.88,15.27,45,0,505,379232.07,10203.0,12059.4,1856.4,505,1.28,0.58,False
1002324,firm_5,26,21.49,16.03,44,0,493,387079.63,8752.88,10594.57,1841.69,493,1.33,0.58,False
1002324,firm_5,27,19.34,17.63,45,0,504,393430.12,7843.84,9747.36,1903.52,504,1.38,0.58,False
1002324,firm_5,28,17.41,19.39,46,0,520,398907.78,7069.6,9053.2,1983.6,520,1.43,0.58,False
1002324,firm_5,29,15.67,18.42,47,0,527,403466.17,6224.13,8258.09,2033.96,527,1.48,0.68,False
1002324,firm_5,30,14.1,20.26,48,0,542,407322.63,5528.94,7642.2,2113.26,542,1.53,0.58,False
1002324,firm_5,31,12.69,22.29,49,0,553,410368.25,4837.83,7017.57,2179.74,553,1.58,0.58,False
1002324,firm_5,32,11.42,21.18,50,0,564,412802.81,4193.56,6440.88,2247.32,564,1.63,0.48,False
1002324,firm_5,33,10.28,23.3,50,0,568,414886.61,3548.8,5839.04,2290.24,568,1.68,0.58,False
1002324,firm_5,34,10.0,25.63,51,0,579,416309.81,3430.33,5790.0,2359.67,579,1.73,0.48,False
1002324,firm_5,35,10.0,24.35,52,0,590,417813.41,3469.8,5900.0,2430.2,590,1.78,0.38,False
1002324,firm_5,36,10.0,26.79,53,0,602,419437.98,3544.44,6020.0,2475.56,602,1.78,0.28,False
1002324,firm_5,37,10.0,25.45,54,0,613,420945.89,3582.21,6130.0,2547.79,613,1.83,0.18,False
1002324,firm_5,38,10.0,28.0,53,0,601,422970.06,3508.17,6010.0,2501.83,601,1.83,0.18,False
1002324,firm_5,39,10.0,30.8,54,0,612,424152.3,3545.44,6120.0,2574.56,612,1.88,0.18,False
1002324,firm_5,40,10.0,33.88,53,0,601,425604.73,3448.07,6010.0,2561.93,601,1.93,0.1,False
1002324,firm_5,41,10.0,30.49,52,0,589,427165.03,3345.78,5890.0,2544.22,589,1.98,0.1,False
1002324,firm_5,42,10.0,33.54,51,0,577,428499.18,3244.69,5770.0,2525.31,577,2.03,0.1,False
1002324,firm_5,43,10.0,36.89,52,0,588,429161.86,3280.96,5880.0,2599.04,588,2.08,0.1,False
1002324,firm_5,44,10.0,40.58,52,0,588,430103.26,3251.56,5880.0,2628.44,588,2.13,0.1,False
1002324,firm_5,45,10.0,44.64,53,0,604,430352.62,3315.28,6040.0,2724.72,604,2.18,0.1,False
1002324,firm_5,46,10.0,49.1,54,0,615,430349.77,3348.55,6150.0,2801.45,615,2.23,0.1,False
1002324,firm_5,47,10.0,54.01,55,0,626,430059.94,3380.72,6260.0,2879.28,626,2.28,0.1,False
1002324,firm_5,48,10.0,59.41,54,0,615,429938.85,3287.05,6150.0,2862.95,615,2.33,0.1,False
1002324,firm_5,49,10.0,65.35,55,0,626,429194.02,3349.42,6260.0,2910.58,626,2.33,0.1,False
1002324,firm_5,50,10.0,71.89,54,0,615,428368.26,3256.3,6150.0,2893.7,615,2.38,0.1,False
1002324,firm_5,51,10.0,68.3,54,0,614,427700.04,3219.98,6140.0,2920.02,614,2.43,0.1,False
1002324,firm_5,52,10.5,75.13,55,0,631,426466.51,3598.62,6625.5,3026.88,631,2.48,0.1,False
1002324,firm_5,53,11.55,75.13,55,0,631,426595.53,4261.17,7288.05,3026.88,631,2.48,0.1,False
1002324,firm_5,54,10.4,75.13,56,0,642,425156.79,3568.54,6676.8,3108.26,642,2.53,0.2,False
1002324,firm_5,55,10.0,82.64,56,0,641,423503.17,3274.22,6410.0,3135.78,641,2.58,0.3,False
1002324,firm_5,56,10.0,90.9,56,0,641,421586.99,3274.22,6410.0,3135.78,641,2.58,0.4,False
1002324,firm_5,57,10.5,86.36,57,0,652,419591.71,3627.24,6846.0,3218.76,652,2.63,0.3,False
1002324,firm_5,58,10.0,95.0,56,0,641,417281.83,3210.12,6410.0,3199.88,641,2.68,0.3,False
1002324,firm_5,59,10.5,90.25,55,0,629,415678.86,3460.78,6604.5,3143.72,629,2.68,0.4,False
1002324,firm_5,60,10.0,81.23,55,0,629,414357.49,3146.28,6290.0,3143.72,629,2.68,0.4,False
1002324,firm_5,61,10.0,89.35,55,0,629,412258.07,3114.83,6290.0,3175.17,629,2.73,0.5,False
1002324,firm_5,62,10.0,98.28,55,0,629,409736.05,3083.38,6290.0,3206.62,629,2.78,0.4,False
1002324,firm_5,63,10.0,108.11,55,0,629,406641.93,3051.93,6290.0,3238.07,629,2.83,0.3,False
1002324,firm_5,64,10.0,108.11,55,0,629,403516.36,3020.48,6290.0,3269.52,629,2.88,0.2,False
1002324,firm_5,65,10.0,102.7,55,0,628,400783.22,3015.36,6280.0,3264.64,628,2.88,0.3,False
1002324,firm_5,66,10.0,112.97,55,0,628,397353.83,2983.96,6280.0,3296.04,628,2.93,0.2,False
1002324,firm_5,67,10.0,107.32,54,0,617,394486.74,2928.19,6170.0,3241.81,617,2.93,0.1,False
1002324,firm_5,68,10.5,112.69,54,0,617,391407.32,3205.84,6478.5,3272.66,617,2.98,0.1,False
1002324,firm_5,69,11.55,118.32,54,0,617,388540.88,3822.84,7126.35,3303.51,617,3.03,0.2,False
1002324,firm_5,70,10.4,130.15,55,0,628,383723.59,3140.96,6531.2,3390.24,628,3.08,0.3,False
1002324,firm_5,71,10.0,136.66,56,0,640,378519.43,2948.8,6400.0,3451.2,640,3.08,0.2,False
1002324,firm_5,72,10.0,136.66,56,0,640,373583.27,2916.8,6400.0,3483.2,640,3.13,0.2,False
1002324,firm_5,73,10.0,136.66,56,0,639,368742.24,2911.93,6390.0,3478.07,639,3.13,0.3,False
1002324,firm_5,74,10.0,136.66,56,0,639,363769.26,2879.98,6390.0,3510.02,639,3.18,0.3,False
1002324,firm_5,75,10.0,136.66,56,0,639,358764.33,2848.03,6390.0,3541.97,639,3.23,0.2,False
1002324,firm_5,76,10.0,136.66,55,0,628,353812.19,2764.16,6280.0,3515.84,628,3.28,0.1,False
1002324,firm_5,77,10.0,150.33,54,0,616,348171.09,2676.72,6160.0,3483.28,616,3.33,0.1,False
1002324,firm_5,78,10.5,165.36,55,0,628,341623.05,3046.76,6594.0,3547.24,628,3.33,0.1,False
1002324,firm_5,79,11.02,157.09,56,0,639,335529.97,3403.96,7041.78,3637.82,639,3.38,0.1,False
1002324,firm_5,80,10.0,149.24,56,0,639,329692.76,2720.23,6390.0,3669.77,639,3.43,0.1,False
1002324,firm_5,81,10.0,149.24,57,0,650,323224.08,2738.0,6500.0,3762.0,650,3.48,0.1,False
1002324,firm_5,82,10.0,164.16,57,0,656,316399.28,2732.32,6560.0,3827.68,656,3.53,0.1,False
1002324,firm_5,83,10.0,164.16,58,0,661,308799.62,2721.62,6610.0,3888.38,661,3.58,0.2,False
1002324,firm_5,84,10.0,164.16,59,0,673,301055.19,2741.01,6730.0,3988.99,673,3.63,0.3,False
1002324,firm_5,85,11.0,155.95,60,0,684,294437.07,3438.88,7524.0,4085.12,684,3.68,0.2,False
1002324,firm_5,86,11.55,163.75,61,0,702,287633.96,3885.64,8108.1,4222.46,702,3.73,0.2,False
1002324,firm_5,87,12.13,180.13,62,0,713,279993.45,4327.55,8648.69,4321.14,713,3.78,0.3,False
1002324,firm_5,88,13.34,189.14,63,0,724,272514.87,5237.24,9658.16,4420.92,724,3.83,0.4,False
1002324,firm_5,89,14.01,208.05,63,0,724,264893.84,5686.12,10143.24,4457.12,724,3.88,0.4,False
1002324,firm_5,90,13.31,197.65,64,0,736,256675.92,5231.68,9796.16,4564.48,736,3.93,0.5,False
1002324,firm_5,91,13.98,207.53,65,0,747,248262.47,5776.0,10443.06,4667.06,747,3.98,0.5,False
