seed,firm_id,step,price,wage,employees,inventory,production,capital,profit,revenue,costs,sales,quality,marketing,bankrupt
1002324,firm_1,12,113.41,25.03,32,0,361,354652.49,39809.63,40941.01,1131.38,361,0.58,0.85,False
1002324,firm_1,13,124.75,23.78,33,0,372,398514.99,45247.24,46407.0,1159.76,372,0.58,0.95,False
1002324,firm_1,14,137.23,22.59,34,0,383,448517.88,51370.95,52559.09,1188.14,383,0.58,1.05,False
1002324,firm_1,15,150.95,21.46,35,0,394,505424.56,58257.78,59474.3,1216.52,394,0.58,1.15,False
1002324,firm_1,16,166.04,20.39,36,0,405,570091.82,66001.3,67246.2,1244.9,405,0.58,1.25,False
1002324,firm_1,17,182.64,19.37,37,0,415,643300.03,74524.9,75795.6,1270.7,415,0.58,1.35,False
1002324,firm_1,18,200.9,18.4,38,0,426,726285.15,84284.32,85583.4,1299.08,426,0.58,1.45,False
1002324,firm_1,19,220.99,17.48,39,0,437,820248.6,95245.17,96572.63,1327.46,437,0.58,1.55,False
1002324,firm_1,20,243.09,16.61,40,0,448,926532.68,107548.48,108904.32,1355.84,448,0.58,1.65,False
1002324,firm_1,21,267.4,15.78,41,0,459,1046638.08,121352.38,122736.6,1384.22,459,0.58,1.75,False
1002324,firm_1,22,294.14,14.99,42,0,469,1181950.14,136541.64,137951.66,1410.02,469,0.58,1.85,False
1002324,firm_1,23,323.55,15.74,43,480,480,1176834.92,-3838.4,0.0,3838.4,0,0.58,1.95,False
1002324,firm_1,24,291.2,16.53,44,974,494,1168938.38,-6369.22,0.0,6369.22,0,0.63,2.05,False
1002324,firm_1,25,262.08,14.88,45,1353,502,1191394.26,23925.48,32235.84,8310.36,123,0.68,2.15,False
1002324,firm_1,26,235.87,13.39,46,385,513,1535776.3,345797.98,349323.47,3525.49,1481,0.73,2.25,False
1002324,firm_1,27,212.28,12.05,47,0,524,1725715.75,191305.8,192962.52,1656.72,909,0.78,2.35,False
1002324,firm_1,28,233.51,12.65,48,178,534,1805063.59,80555.04,83129.56,2574.52,356,0.78,2.45,False
1002324,firm_1,29,256.86,13.28,49,374,545,1889871.91,86059.04,89644.14,3585.1,349,0.78,2.55,False
1002324,firm_1,30,231.17,13.94,50,0,556,2101589.53,213214.62,214988.1,1773.48,930,0.83,2.65,False
1002324,firm_1,31,254.29,14.64,51,192,566,2192585.57,92342.68,95104.46,2761.78,374,0.83,2.75,False
1002324,firm_1,32,279.72,15.37,52,218,579,2342942.92,151756.59,154685.16,2928.57,553,0.83,2.85,False
1002324,firm_1,33,307.69,16.14,53,613,590,2396322.85,55035.35,59999.55,4964.2,195,0.88,2.95,False
1002324,firm_1,34,276.92,16.95,54,141,601,2689076.78,294469.23,297135.16,2665.93,1073,0.93,3.05,False
1002324,firm_1,35,304.61,17.8,55,396,615,2792944.68,105646.9,109659.6,4012.7,360,0.98,3.15,False
1002324,firm_1,36,274.15,18.69,56,0,631,3070538.16,279440.12,281552.05,2111.93,1027,1.03,3.25,False
1002324,firm_1,37,301.56,19.62,57,641,641,3063472.59,-5347.23,0.0,5347.23,0,1.03,3.35,False
1002324,firm_1,38,271.4,20.6,58,1162,653,3089281.35,27803.56,35824.8,8021.24,132,1.08,3.45,False
1002324,firm_1,39,244.26,18.54,59,100,664,3506201.93,418814.44,421592.76,2778.32,1726,1.13,3.55,False
1002324,firm_1,40,268.69,19.47,60,750,675,3504854.48,620.75,6717.25,6096.5,25,1.18,3.65,False
1002324,firm_1,41,241.82,20.44,61,297,686,3774339.84,271532.2,275432.98,3900.78,1139,1.23,3.75,False
1002324,firm_1,42,217.64,21.46,62,0,697,3986057.32,213848.0,216334.16,2486.16,994,1.28,3.85,False
1002324,firm_1,43,239.4,22.53,63,300,708,4077690.89,93652.96,97675.2,4022.24,408,1.28,3.95,False
1002324,firm_1,44,215.46,23.66,64,0,719,4292572.07,216995.42,219553.74,2558.32,1019,1.28,4.05,False
1002324,firm_1,45,237.01,24.84,65,0,730,4460780.37,170422.9,173017.3,2594.4,730,1.28,4.15,False
1002324,firm_1,46,260.71,23.6,66,728,740,4455484.09,-3138.68,3128.52,6267.2,12,1.28,4.25,False
1002324,firm_1,47,234.64,24.78,67,24,751,4791604.2,338580.37,341401.2,2820.83,1455,1.33,4.35,False
1002324,firm_1,48,258.1,26.02,68,786,762,4782329.28,-6705.56,0.0,6705.56,0,1.38,4.45,False
1002324,firm_1,49,232.29,27.32,69,740,773,4963338.32,183694.12,190245.51,6551.39,819,1.43,4.55,False
1002324,firm_1,50,209.06,24.59,70,0,784,5276496.14,315679.12,318607.44,2928.32,1524,1.48,4.65,False
1002324,firm_1,51,229.97,25.82,71,794,794,5267129.8,-6933.12,0.0,6933.12,0,1.48,4.75,False
1002324,firm_1,52,206.97,27.11,72,417,805,5503889.77,239511.89,244638.54,5126.65,1182,1.53,4.85,False
1002324,firm_1,53,186.27,28.47,73,0,816,5727561.09,226549.63,229670.91,3121.28,1233,1.58,4.95,False
1002324,firm_1,54,204.9,29.89,74,112,827,5867532.07,142782.84,146503.5,3720.66,715,1.58,5.05,False
1002324,firm_1,55,225.39,28.4,75,798,838,5891871.31,27069.24,34259.28,7190.04,152,1.58,5.15,False
1002324,firm_1,56,202.85,29.82,76,332,849,6150610.87,261805.88,266747.75,4941.87,1315,1.63,5.25,False
1002324,firm_1,57,182.56,31.31,77,0,859,6361467.84,214067.84,217428.96,3361.12,1191,1.68,5.35,False
1002324,firm_1,58,200.82,29.74,78,548,870,6417070.56,58522.44,64664.04,6141.6,322,1.68,5.45,False
1002324,firm_1,59,180.74,31.23,79,0,881,6668594.72,254791.33,258277.46,3486.13,1429,1.73,5.55,False
1002324,firm_1,60,198.81,29.67,80,294,892,6779512.34,113891.22,118888.38,4997.16,598,1.73,5.65,False
1002324,firm_1,61,178.93,31.15,81,0,902,6986579.91,210390.72,214000.28,3609.56,1196,1.78,5.75,False
1002324,firm_1,62,196.82,29.59,82,386,913,7081696.53,98143.0,103724.14,5581.14,527,1.78,5.85,False
1002324,firm_1,63,177.14,31.07,83,0,924,7306632.2,228314.48,232053.4,3738.92,1310,1.83,5.95,False
1002324,firm_1,64,194.85,29.52,84,580,935,7366043.22,62490.7,69171.75,6681.05,355,1.83,6.0,False
1002324,firm_1,65,175.36,31.0,85,281,945,7575484.46,212876.24,218147.84,5271.6,1244,1.88,6.0,False
1002324,firm_1,66,192.9,32.55,86,739,956,7660297.28,88412.12,96064.2,7652.08,498,1.93,6.0,False
1002324,firm_1,67,173.61,34.18,87,551,967,7850239.51,193715.89,200519.55,6803.66,1155,1.98,6.0,False
1002324,firm_1,68,156.25,35.89,88,0,978,8081046.1,234764.91,238906.25,4141.34,1529,2.03,6.0,False
1002324,firm_1,69,171.88,34.1,89,861,989,8090921.17,13509.97,22000.64,8490.67,128,2.03,6.0,False
1002324,firm_1,70,154.69,35.8,88,0,977,8367604.83,280134.06,284320.22,4186.16,1838,2.08,6.0,False
1002324,firm_1,71,170.16,32.22,89,362,988,8464616.37,100479.12,106520.16,6041.04,626,2.08,6.0,False
1002324,firm_1,72,153.14,33.83,90,166,1008,8640209.59,179237.92,184380.56,5142.64,1204,2.08,6.0,False
1002324,firm_1,73,168.45,32.14,91,408,1009,8759529.28,122844.43,129201.15,6356.72,767,2.08,6.0,False
1002324,firm_1,74,151.6,33.75,92,10,1020,8966381.48,210557.2,214968.8,4411.6,1418,2.08,6.0,False
1002324,firm_1,75,166.76,32.06,93,853,1031,8985479.3,22679.4,31350.88,8671.48,188,2.08,6.0,False
1002324,firm_1,76,150.08,33.66,92,3,1029,9259618.13,277535.55,282000.32,4464.77,1879,2.13,6.0,False
1002324,firm_1,77,165.09,30.29,93,789,1030,9288184.22,31883.06,40281.96,8398.9,244,2.13,5.9,False
1002324,firm_1,78,148.58,31.8,94,185,1051,9524776.74,240381.72,245899.9,5518.18,1655,2.18,6.0,False
1002324,firm_1,79,156.01,30.21,95,966,1051,9554006.31,32699.52,42122.7,9423.18,270,2.18,6.0,False
1002324,firm_1,80,140.41,31.72,94,0,1051,9829285.87,278561.24,283206.97,4645.73,2017,2.23,6.0,False
1002324,firm_1,81,154.45,30.13,95,752,1061,9865100.54,39277.02,47725.05,8448.03,309,2.23,6.0,False
1002324,firm_1,82,139.0,31.64,96,0,1072,10110010.94,248747.84,253536.0,4788.16,1824,2.28,6.0,False
1002324,firm_1,83,152.9,31.64,97,552,1083,10179936.52,73594.66,81189.9,7595.24,531,2.28,6.0,False
1002324,firm_1,84,137.61,33.22,98,0,1093,10397316.72,221435.76,226368.45,4932.69,1645,2.33,6.0,False
1002324,firm_1,85,151.37,31.56,99,456,1104,10484419.72,90827.44,98087.76,7260.32,648,2.33,6.0,False
1002324,firm_1,86,136.23,33.14,100,0,1115,10689239.35,208933.63,214017.33,5083.7,1571,2.38,6.0,False
1002324,firm_1,87,149.85,31.48,101,354,1125,10794096.72,108636.85,115534.35,6897.5,771,2.38,6.0,False
1002324,firm_1,88,134.86,33.05,102,0,1136,10985891.34,195765.72,200941.4,5175.68,1490,2.38,6.0,False
1002324,firm_1,89,148.35,31.4,103,740,1147,11033511.73,51454.59,60378.45,8923.86,407,2.38,6.0,False
1002324,firm_1,90,133.51,32.97,102,0,1135,11274951.99,245103.2,250331.25,5228.05,1875,2.43,6.0,False
1002324,firm_1,91,146.86,31.32,103,607,1145,11341829.36,70703.33,79010.68,8307.35,538,2.43,6.0,False
1002324,firm_1,92,132.17,32.89,104,0,1156,11565245.63,227636.83,233015.71,5378.88,1763,2.48,6.0,False
1002324,firm_1,93,145.39,31.25,105,1139,1167,11554312.14,-7052.24,4070.92,11123.16,28,2.48,6.0,False
1002324,firm_1,94,130.85,32.81,104,869,1155,11727284.0,176684.1,186461.25,9777.15,1425,2.53,6.0,False
1002324,firm_1,95,117.76,29.53,103,0,1144,11955553.77,231611.36,237050.88,5439.52,2013,2.58,6.0,False
1002324,firm_1,96,129.54,28.05,104,849,1155,11981940.91,29904.34,39639.24,9734.9,306,2.58,6.0,False
1002324,firm_1,97,116.59,29.45,103,131,1143,12189434.46,210826.9,216973.99,6147.09,1861,2.63,6.0,False
1002324,firm_1,98,128.25,27.98,104,594,1154,12266032.27,80107.73,88620.75,8513.02,691,2.63,6.0,False
1002324,firm_1,99,115.42,29.38,105,334,1164,12419187.93,157040.56,164358.08,7317.52,1424,2.68,6.0,False
1002324,firm_1,100,103.88,30.85,106,0,1175,12566373.75,151055.92,156754.92,5699.0,1509,2.68,6.0,False
1002324,firm_2,1,58.38,41.95,24,0,280,128901.86,15499.6,16346.4,846.8,280,0.31,0.35,False
1002324,firm_2,2,64.22,39.85,25,0,288,144821.29,17615.68,18495.36,879.68,288,0.36,0.25,False
1002324,firm_2,3,70.64,39.85,26,0,298,163217.73,20132.54,21050.72,918.18,298,0.41,0.15,False
1002324,firm_2,4,77.7,37.86,27,0,309,184544.67,23049.16,24009.3,960.14,309,0.46,0.1,False
1002324,firm_2,5,85.47,35.97,28,0,320,209184.71,26347.2,27350.4,1003.2,320,0.51,0.1,False
1002324,firm_2,6,94.02,34.17,29,0,332,237658.5,30164.72,31214.64,1049.92,332,0.56,0.1,False
1002324,firm_2,7,103.42,32.46,30,0,343,270362.53,34377.83,35473.06,1095.23,343,0.61,0.1,False
1002324,firm_2,8,113.76,30.84,31,0,355,307946.99,39240.5,40384.8,1144.3,355,0.66,0.1,False
1002324,firm_2,9,125.14,29.3,32,0,366,350918.77,44609.38,45801.24,1191.86,366,0.71,0.1,False
1002324,firm_2,10,137.65,27.84,33,0,375,399683.8,50383.75,51618.75,1235.0,375,0.76,0.1,False
1002324,firm_2,11,151.42,26.45,34,0,386,455247.96,57163.46,58448.12,1284.66,386,0.81,0.1,False
1002324,firm_2,12,166.56,25.13,35,0,397,518457.31,64788.9,66124.32,1335.42,397,0.86,0.1,False
1002324,firm_2,13,183.22,23.87,36,0,408,590264.47,73366.48,74753.76,1387.28,408,0.91,0.1,False
1002324,firm_2,14,201.54,22.68,37,0,419,671730.33,83005.02,84445.26,1440.24,419,0.96,0.1,False
1002324,firm_2,15,221.69,21.55,38,0,430,764043.83,93832.4,95326.7,1494.3,430,1.01,0.1,False
1002324,firm_2,16,243.86,20.47,39,0,441,868538.3,105992.8,107542.26,1549.46,441,1.06,0.1,False
1002324,firm_2,17,268.25,19.45,40,0,452,986703.58,119643.28,121249.0,1605.72,452,1.11,0.1,False
1002324,firm_2,18,295.08,18.48,41,0,462,1119912.94,134667.04,136326.96,1659.92,462,1.16,0.1,False
1002324,firm_2,19,324.59,17.56,42,0,473,1270288.16,151812.74,153531.07,1718.33,473,1.21,0.1,False
1002324,firm_2,20,357.05,16.68,43,404,484,1293637.08,24766.16,28564.0,3797.84,80,1.26,0.1,False
1002324,firm_2,21,321.35,17.51,44,682,495,1356651.14,64484.5,69732.95,5248.45,217,1.31,0.1,False
1002324,firm_2,22,289.22,18.39,45,1003,509,1402571.71,47448.12,54373.36,6925.24,188,1.36,0.1,False
1002324,firm_2,23,260.3,19.31,46,883,520,1561187.25,160203.8,166592.0,6388.2,640,1.41,0.1,False
1002324,firm_2,24,234.27,20.28,47,564,532,1754037.14,194503.05,199363.77,4860.72,851,1.46,0.1,False
1002324,firm_2,25,210.84,21.29,48,189,543,1942815.41,190500.19,193551.12,3050.93,918,1.51,0.1,False
1002324,firm_2,26,231.92,20.23,49,585,552,1972213.54,31089.4,36179.52,5090.12,156,1.56,0.1,False
1002324,firm_2,27,208.73,18.21,50,846,563,2027177.07,56574.03,63036.46,6462.43,302,1.61,0.1,False
1002324,firm_2,28,187.86,19.12,51,693,573,2156126.13,130624.18,136386.36,5762.18,726,1.66,0.1,False
1002324,firm_2,29,169.07,20.08,52,0,587,2368413.8,214031.83,216409.6,2377.77,1280,1.71,0.1,False
1002324,firm_2,30,185.98,19.08,53,0,594,2474741.24,108038.68,110472.12,2433.44,594,1.76,0.1,False
1002324,firm_2,31,204.58,18.13,54,13,605,2591603.53,118541.31,121111.36,2570.05,592,1.81,0.1,False
1002324,firm_2,32,225.04,17.22,55,245,616,2672569.03,82612.6,86415.36,3802.76,384,1.86,0.1,False
1002324,firm_2,33,202.54,18.08,56,0,627,2844819.86,173963.31,176614.88,2651.57,872,1.91,0.1,False
1002324,firm_2,34,222.79,17.18,57,193,638,2938590.67,95450.07,99141.55,3691.48,445,1.96,0.1,False
1002324,firm_2,35,200.51,16.32,58,0,645,3102185.04,165240.93,168027.38,2786.45,838,2.01,0.1,False
1002324,firm_2,36,220.56,15.5,59,566,656,3114727.58,14157.04,19850.4,5693.36,90,2.06,0.1,False
1002324,firm_2,37,198.5,13.95,60,579,666,3236978.82,123788.24,129620.5,5832.26,653,2.11,0.1,False
1002324,firm_2,38,178.65,14.65,61,0,682,3457625.7,222240.53,225277.65,3037.12,1261,2.16,0.1,False
1002324,firm_2,39,196.52,13.92,62,576,692,3472865.66,16803.0,22796.32,5993.32,116,2.21,0.1,False
1002324,firm_2,40,176.87,12.53,63,415,703,3618922.17,147545.9,152815.68,5269.78,864,2.26,0.1,False
1002324,firm_2,41,159.18,13.16,64,0,714,3793816.81,176436.88,179714.22,3277.34,1129,2.31,0.1,False
1002324,firm_2,42,175.1,12.5,65,320,725,3858258.81,65954.5,70915.5,4961.0,405,2.36,0.1,False
1002324,firm_2,43,157.59,11.25,66,0,736,4019785.59,162969.28,166415.04,3445.76,1056,2.41,0.1,False
1002324,firm_2,44,173.35,10.69,67,381,746,4076209.95,57840.59,63272.75,5432.16,365,2.46,0.1,False
1002324,firm_2,45,156.01,10.0,68,0,757,4248755.26,173925.31,177539.38,3614.07,1138,2.51,0.1,False
1002324,firm_2,46,171.61,10.0,69,66,768,4363803.4,116438.14,120470.22,4032.08,702,2.56,0.1,False
1002324,firm_2,47,188.77,10.0,70,796,779,4363881.94,1478.54,9249.73,7771.19,49,2.61,0.1,False
1002324,firm_2,48,169.89,10.0,71,826,790,4483576.94,121105.0,129116.4,8011.4,760,2.66,0.1,False
1002324,firm_2,49,152.9,10.5,72,0,800,4726768.34,244647.4,248615.4,3968.0,1626,2.71,0.1,False
1002324,firm_2,50,168.19,10.0,73,638,811,4747184.85,21846.51,29096.87,7250.36,173,2.76,0.1,False
1002324,firm_2,51,151.37,10.0,74,106,816,4945136.65,199391.8,204046.76,4654.96,1348,2.81,0.1,False
1002324,firm_2,52,166.51,10.0,75,839,832,4951732.62,8045.97,16484.49,8438.52,99,2.86,0.1,False
1002324,firm_2,53,149.86,10.0,76,1146,842,5020383.5,70110.88,80175.1,10064.22,535,2.91,0.1,False
1002324,firm_2,54,134.87,10.5,77,471,853,5218170.48,199295.48,206081.36,6785.88,1528,2.96,0.1,False
1002324,firm_2,55,121.38,11.02,78,0,863,5374008.21,157397.29,161920.92,4523.63,1334,3.01,0.1,False
1002324,firm_2,56,133.52,10.47,79,0,873,5484426.66,111945.58,116562.96,4617.38,873,3.06,0.1,False
1002324,firm_2,57,146.87,10.0,80,413,884,5545320.19,62393.53,69175.77,6782.24,471,3.11,0.1,False
1002324,firm_2,58,132.18,10.5,81,0,894,5711715.91,167946.22,172759.26,4813.04,1307,3.16,0.1,False
1002324,firm_2,59,145.4,10.0,82,599,905,5746778.26,36582.35,44492.4,7910.05,306,3.21,0.1,False
1002324,firm_2,60,130.86,10.0,83,0,915,5938357.4,193109.14,198122.04,5012.9,1514,3.26,0.1,False
1002324,firm_2,61,143.95,10.0,84,704,926,5960137.24,23319.84,31956.9,8637.06,222,3.31,0.1,False
1002324,firm_2,62,129.56,10.0,85,0,936,6165848.68,207261.44,212478.4,5216.96,1640,3.36,0.1,False
1002324,firm_2,63,142.52,10.0,86,881,946,6163829.62,-459.06,9263.8,9722.86,65,3.41,0.1,False
1002324,firm_2,64,128.27,10.0,87,357,956,6344894.46,182634.84,189839.6,7204.76,1480,3.46,0.1,False
1002324,firm_2,65,115.44,10.5,88,0,966,6490474.92,147204.46,152727.12,5522.66,1323,3.51,0.1,False
1002324,firm_2,66,126.98,10.0,89,117,977,6591870.6,102985.68,109202.8,6217.12,860,3.56,0.1,False
1002324,firm_2,67,139.68,10.0,90,1105,988,6579002.92,-11267.68,0.0,11267.68,0,3.61,0.1,False
1002324,firm_2,68,125.71,10.0,91,1857,991,6592343.55,14950.63,30044.69,15094.06,239,3.66,0.1,False
1002324,firm_2,69,113.14,10.5,92,0,1009,6908975.4,318297.85,324259.24,5961.39,2866,3.71,0.1,False
1002324,firm_2,70,124.45,10.0,93,428,1019,6972685.91,65340.51,73549.95,8209.44,591,3.76,0.1,False
1002324,firm_2,71,112.01,10.0,94,0,1030,7128172.19,157126.28,163310.58,6184.3,1458,3.81,0.1,False
1002324,firm_2,72,123.21,10.0,95,763,1040,7150541.96,24019.77,34129.17,10109.4,277,3.86,0.1,False
1002324,firm_2,73,110.89,10.0,96,0,1051,7343625.01,194743.05,201154.46,6411.41,1814,3.91,0.1,False
1002324,firm_2,74,121.98,10.0,97,878,1061,7353363.79,11408.78,22322.34,10913.56,183,3.96,0.1,False
1002324,firm_2,75,109.78,10.0,97,0,1060,7558376.83,206183.04,212753.64,6570.6,1938,4.01,0.1,False
1002324,firm_2,76,120.76,10.0,98,788,1071,7580241.65,23544.82,34175.08,10630.26,283,4.06,0.1,False
1002324,firm_2,77,108.68,10.0,99,0,1073,7774049.1,195497.45,202253.48,6756.03,1861,4.11,0.1,False
1002324,firm_2,78,119.55,10.0,100,275,1083,7860699.22,88350.12,96596.4,8246.28,808,4.16,0.1,False
1002324,firm_2,79,107.6,10.0,101,0,1093,7999198.49,140209.27,147196.8,6987.53,1368,4.21,0.1,False
1002324,firm_2,80,118.36,10.0,102,985,1104,7999527.29,2048.8,14084.84,12036.04,119,4.26,0.1,False
1002324,firm_2,81,106.52,10.0,102,0,1112,8214463.01,216155.72,223372.44,7216.72,2097,4.31,0.1,False
1002324,firm_2,82,117.17,10.0,103,212,1122,8310961.79,98228.78,106624.7,8395.92,910,4.36,0.1,False
1002324,firm_2,83,105.45,10.0,104,0,1132,8443490.47,134268.68,141724.8,7456.12,1344,4.41,0.1,False
1002324,firm_2,84,116.0,10.0,105,380,1142,8520655.15,78914.68,88392.0,9477.32,762,4.46,0.1,False
1002324,firm_2,85,104.4,10.0,106,0,1152,8671136.43,152241.28,159940.8,7699.52,1532,4.51,0.1,False
1002324,firm_2,86,114.84,10.0,107,271,1162,8762511.15,93144.72,102322.44,9177.72,891,4.56,0.1,False
1002324,firm_2,87,103.36,10.0,108,0,1173,8902029.46,141298.31,149251.84,7953.53,1444,4.61,0.1,False
1002324,firm_2,88,113.7,10.0,109,390,1183,8980374.78,80135.32,90164.1,10028.78,793,4.66,0.1,False
1002324,firm_2,89,102.33,10.0,110,0,1193,9132358.14,153783.36,161988.39,8205.03,1583,4.71,0.1,False
1002324,firm_2,90,112.56,10.0,111,0,1203,9257625.54,127077.4,135409.68,8332.28,1203,4.76,0.1,False
1002324,firm_2,91,123.82,10.0,112,767,1213,9298733.73,42928.19,55223.72,12295.53,446,4.81,0.1,False
1002324,firm_2,92,111.44,10.0,113,699,1223,9428687.99,131784.26,143869.04,12084.78,1291,4.86,0.1,False
1002324,firm_2,93,100.3,10.5,114,0,1233,9611850.56,185059.57,193779.6,8720.03,1932,4.91,0.1,False
1002324,firm_2,94,110.33,10.0,115,418,1233,9689047.83,79047.27,89918.95,10871.68,815,4.96,0.1,False
1002324,firm_2,95,99.3,10.0,116,85,1243,9834346.2,147158.37,156496.8,9338.43,1576,5.01,0.1,False
1002324,firm_2,96,94.34,10.0,117,0,1252,9949569.66,117093.46,126132.58,9039.12,1337,5.06,0.1,False
1002324,firm_2,97,103.77,10.0,118,447,1262,10021117.49,73227.83,84572.55,11344.72,815,5.06,0.1,False
1002324,firm_2,98,93.39,10.5,117,0,1262,10170119.68,150430.69,159603.51,9172.82,1709,5.11,0.1,False
1002324,firm_2,99,102.73,10.0,118,434,1260,10241703.06,73463.38,84854.98,11391.6,826,5.16,0.1,False
1002324,firm_2,100,92.46,11.0,119,0,1282,10388912.2,149218.14,158661.36,9443.22,1716,5.21,0.1,False
1002324,firm_3,1,57.87,41.32,26,0,302,98805.57,16591.2,17476.74,885.54,302,0.27,0.55,False
1002324,firm_3,2,54.98,41.32,27,0,313,113172.51,16282.58,17208.74,926.16,313,0.32,0.65,False
1002324,firm_3,3,60.48,41.32,28,0,325,130117.55,18702.0,19656.0,954.0,325,0.32,0.75,False
1002324,firm_3,4,54.43,43.39,29,0,336,145451.4,17292.16,18288.48,996.32,336,0.37,0.75,False
1002324,firm_3,5,59.87,41.22,30,0,345,163252.3,19637.5,20655.15,1017.65,345,0.37,0.85,False
1002324,firm_3,6,65.86,41.22,31,0,358,183903.9,22529.42,23577.88,1048.46,358,0.37,0.95,False
1002324,firm_3,7,72.45,41.22,31,0,359,207484.8,24958.72,26009.55,1050.83,359,0.37,1.05,False
1002324,firm_3,8,79.7,41.22,32,0,370,233977.86,28412.1,29489.0,1076.9,370,0.37,1.15,False
1002324,firm_3,9,71.73,37.1,33,0,382,258449.08,26295.52,27400.86,1105.34,382,0.37,1.25,False
1002324,firm_3,10,64.56,33.39,34,0,393,280734.84,24221.02,25372.08,1151.06,393,0.42,1.35,False
1002324,firm_3,11,58.1,33.39,35,0,405,301316.59,22350.4,23530.5,1180.1,405,0.42,1.45,False
1002324,firm_3,12,52.29,30.05,36,0,414,320180.97,20446.18,21648.06,1201.88,414,0.42,1.35,False
1002324,firm_3,13,47.06,30.05,37,0,425,337341.12,18772.0,20000.5,1228.5,425,0.42,1.25,False
1002324,firm_3,14,51.77,30.05,38,0,435,356966.47,21267.25,22519.95,1252.7,435,0.42,1.15,False
1002324,firm_3,15,51.77,27.04,39,0,446,377222.01,21810.1,23089.42,1279.32,446,0.42,1.05,False
1002324,firm_3,16,56.95,25.69,40,0,456,400260.09,24665.68,25969.2,1303.52,456,0.42,1.15,False
1002324,firm_3,17,51.26,24.41,41,0,467,421267.56,22608.28,23938.42,1330.14,467,0.42,1.25,False
1002324,firm_3,18,46.13,23.19,42,0,478,440386.96,20693.38,22050.14,1356.76,478,0.42,1.35,False
1002324,firm_3,19,41.52,23.19,43,0,490,457848.79,18959.0,20344.8,1385.8,490,0.42,1.25,False
1002324,firm_3,20,45.67,23.19,43,0,490,477744.12,20992.5,22378.3,1385.8,490,0.42,1.35,False
1002324,firm_3,21,50.24,23.19,43,0,490,499978.75,23231.8,24617.6,1385.8,490,0.42,1.25,False
1002324,firm_3,22,55.26,22.03,43,0,490,524723.06,25691.6,27077.4,1385.8,490,0.42,1.15,False
1002324,firm_3,23,60.79,22.03,44,0,501,551972.06,29018.32,30455.79,1437.47,501,0.47,1.25,False
1002324,firm_3,24,66.87,22.03,45,0,513,583217.91,32837.2,34304.31,1467.11,513,0.47,1.35,False
1002324,firm_3,25,60.18,22.03,46,0,524,611644.57,30040.04,31534.32,1494.28,524,0.47,1.45,False
1002324,firm_3,26,66.2,20.93,47,0,534,643992.68,33831.82,35350.8,1518.98,534,0.47,1.35,False
1002324,firm_3,27,59.58,19.88,48,0,546,673293.2,30954.76,32530.68,1575.92,546,0.52,1.25,False
1002324,firm_3,28,53.62,21.87,49,0,557,699884.27,28262.7,29866.34,1603.64,557,0.52,1.35,False
1002324,firm_3,29,48.26,24.06,50,0,569,724007.33,25826.06,27459.94,1633.88,569,0.52,1.25,False
1002324,firm_3,30,43.43,24.06,51,0,580,745708.07,23527.8,25189.4,1661.6,580,0.52,1.35,False
1002324,firm_3,31,47.77,22.86,51,0,580,770487.21,26045.0,27706.6,1661.6,580,0.52,1.45,False
1002324,firm_3,32,52.55,25.15,52,0,591,797947.14,29367.73,31057.05,1689.32,591,0.52,1.55,False
1002324,firm_3,33,47.3,25.15,52,0,594,822938.66,26399.32,28096.2,1696.88,594,0.52,1.65,False
1002324,firm_3,34,52.03,26.41,53,0,605,850692.48,29753.55,31478.15,1724.6,605,0.52,1.75,False
1002324,firm_3,35,49.43,29.05,54,0,617,877267.25,28743.47,30498.31,1754.84,617,0.52,1.85,False
1002324,firm_3,36,44.49,31.96,55,0,628,901166.61,26157.16,27939.72,1782.56,628,0.52,1.75,False
1002324,firm_3,37,48.94,35.16,56,0,639,928160.03,29462.38,31272.66,1810.28,639,0.52,1.65,False
1002324,firm_3,38,53.83,33.4,56,0,639,958776.72,32587.09,34397.37,1810.28,639,0.52,1.75,False
1002324,firm_3,39,59.21,33.4,57,0,651,993078.11,36705.19,38545.71,1840.52,651,0.52,1.65,False
1002324,firm_3,40,59.21,36.74,58,0,662,1027675.97,37328.78,39197.02,1868.24,662,0.52,1.75,False
1002324,firm_3,41,53.29,36.74,59,0,673,1058876.52,33968.21,35864.17,1895.96,673,0.52,1.85,False
1002324,firm_3,42,55.95,40.41,60,0,684,1092198.04,36346.12,38269.8,1923.68,684,0.52,1.95,False
1002324,firm_3,43,50.36,40.41,60,0,684,1122196.0,32522.56,34446.24,1923.68,684,0.52,2.05,False
1002324,firm_3,44,55.4,44.45,59,0,673,1154861.69,35388.24,37284.2,1895.96,673,0.52,2.15,False
1002324,firm_3,45,49.86,42.23,59,0,667,1183412.55,31342.43,33256.62,1914.19,667,0.57,2.25,False
1002324,firm_3,46,44.87,40.12,60,0,678,1208884.75,28479.4,30421.86,1942.46,678,0.57,2.35,False
1002324,firm_3,47,49.36,44.13,61,0,690,1237777.92,32085.1,34058.4,1973.3,690,0.57,2.25,False
1002324,firm_3,48,49.36,48.54,62,0,701,1266868.23,32599.79,34601.36,2001.57,701,0.57,2.25,False
1002324,firm_3,49,54.3,43.69,63,0,712,1300147.52,36631.76,38661.6,2029.84,712,0.57,2.35,False
1002324,firm_3,50,59.73,48.06,63,0,712,1337617.66,40497.92,42527.76,2029.84,712,0.57,2.25,False
